make,model,part,total_paid
AUDI,A3,Wiper Motor,221.65
AUDI,A3,Heater Fan Motor,221.30
AUDI,A6,Abs (Various Faults),221.00
AUDI,A4,Brakes (Various Faults),220.77
AUDI,TT,Electrical ,217.88
AUDI,A3,Wheel Bearing,216.51
AUDI,TT,Oxygen (Lambda) Sensor,213.64
AUDI,A3,Wiper Motor,211.32
AUDI,Q7,Heater Fan Motor,210.49
AUDI,Q3,Clutch (Various Faults),208.50
AUDI,A4,,207.86
AUDI,A4,Water Pump,207.80
AUDI,A8,Abs (Various Faults),207.65
AUDI,Q3,Throttle Body,204.90
AUDI,A3,Central Door Locking,204.64
AUDI,A3,Wiper Motor,204.64
AUDI,A4,Wiper Motor,204.61
AUDI,A6,Multimedia,204.38
AUDI,Q3,Throttle Body,204.00
AUDI,A7,Water Pump,202.89
AUDI,Q5,Air Con (Various Faults),202.81
AUDI,A3,Water Pump,202.00
AUDI,A3,Heater Matrix,202.00
AUDI,A3,Oxygen (Lambda) Sensor,201.81
AUDI,A6,Wiper Motor,201.26
AUDI,A1,Suspension (Various Faults),200.98
AUDI,A1,Wheel Bearing,200.84
AUDI,A4,Drive Shaft,200.00
AUDI,S5,Air Con (Various Faults),200.00
AUDI,A3,E.G.R Valve,200.00
AUDI,A3,Turbocharger,200.00
AUDI,A4,Inlet Manifold,200.00
AUDI,A3,Flywheel ,200.00
AUDI,A6,Wheel Bearing,199.99
AUDI,A6,Electrical ,197.14
AUDI,A3,Wheel Bearing,196.79
AUDI,A6,Wheel Bearing,196.20
AUDI,TT,Suspension (Various Faults),196.00
AUDI,A4,Electrical ,195.49
AUDI,A4,Other,194.54
AUDI,A3,Radiator,192.36
AUDI,A4,Central Door Locking,191.46
AUDI,A8,Wheel Bearing,190.66
AUDI,A1,,190.36
AUDI,A4,Electrical,190.14
AUDI,Q3,Fuel System (Various Faults),190.07
AUDI,S3,Engine (Various Faults),190.00
AUDI,A3,Radiator,189.42
AUDI,A5,Window Regulator,187.32
AUDI,Q7,Water Pump,185.76
AUDI,A6,Electrical ,185.75
AUDI,A5,Sensors,184.80
AUDI,A3,Wheel Bearing,184.56
AUDI,Q3,Suspension (Various Faults),184.36
AUDI,A1,Wiper Motor,184.32
AUDI,Q5,Central Door Locking,183.86
AUDI,S3,Spring (Suspension),183.60
AUDI,A3,,183.08
AUDI,S6,Ignition Coil,182.72
AUDI,A5,Instrument Cluster / Clocks,180.00
AUDI,A6 QUATTRO,Suspension (Various Faults),179.77
AUDI,A6,Headlamp Motor,179.68
AUDI,A3,Wheel Bearing,179.00
AUDI,ALLROAD,Inlet Manifold,178.35
AUDI,A4,Spring (Suspension),177.59
AUDI,S3,Suspension (Various Faults),176.86
AUDI,A4,Wheel Bearing,175.56
AUDI,A3,Drive Shaft,175.50
AUDI,A5,Window Motor,175.34
AUDI,A1,Suspension (Various Faults),175.12
AUDI,A3,Water Pump,174.89
AUDI,A4,Ecu (Other),174.59
AUDI,A4,Brakes,174.00
AUDI,TT,Tensioner,173.06
AUDI,A3,Electrical ,172.65
AUDI,A5,Window Regulator,171.87
AUDI,A7,Electrical ,171.60
AUDI,A5,Engine (Various Faults),170.68
AUDI,Q3,Electrical ,170.16
AUDI,S4,Air Con (Various Faults),169.52
AUDI,A3,Wheel Bearing,169.17
AUDI,A5,Central Door Locking,168.60
AUDI,A6,Cv Joint,168.35
AUDI,A6,Electrical ,168.28
AUDI,A1,Engine (Various Faults),168.00
AUDI,A4,Electrical ,168.00
AUDI,A6,Heater/Glow Plugs,167.63
AUDI,A4,Spring (Suspension),167.60
AUDI,A1,Prop Shaft,167.30
AUDI,A5,Thermostat,166.35
AUDI,A3,Hose/Pipes ,165.81
AUDI,A5 QUATTRO,Air Con (Various Faults),164.88
AUDI,A5,Brakes (Various Faults),164.60
AUDI,A1,Spring (Suspension),163.98
AUDI,A5,Electrical ,163.60
AUDI,A4,Sensors,163.19
AUDI,A3,Window Motor,161.59
AUDI,A5,Brakes (Various Faults),161.28
AUDI,TT,Water Pump,161.20
AUDI,A1,Sensors,157.94
AUDI,TT,Shock Absorber,157.86
AUDI,Q5,Wheel Bearing,157.08
AUDI,R8,Central Door Locking,153.90
AUDI,A4,Wiper Motor,153.77
AUDI,A3,Heater/Glow Plugs,152.50
AUDI,A4,Electrical ,152.17
AUDI,S3,Sensors,151.72
AUDI,S3,Engine (Various Faults),151.24
AUDI,TT,Spring (Suspension),150.48
AUDI,A3,Washer Pump,150.20
AUDI,A1,Fuel System,150.00
AUDI,A6,Cv Joint,150.00
AUDI,S3,Spring (Suspension),149.98
AUDI,A3,Engine (Various Faults),149.86
AUDI,A3,Wiper Motor,148.47
AUDI,A3,Sensors,147.26
AUDI,A3,Water Pump,147.00
AUDI,A5,,146.96
AUDI,A5,,146.96
AUDI,A1,Spring (Suspension),146.39
AUDI,A6,Sensors,146.30
AUDI,A3,Electrical ,145.16
AUDI,A3,Clutch (Various Faults),144.90
AUDI,S4,Thermostat,144.14
AUDI,A3,Wheel Bearing,143.48
AUDI,A3,Wiper Motor,142.21
AUDI,A4,,141.96
AUDI,A1,Electrical ,141.17
AUDI,A3,Shock Absorber,140.40
AUDI,A3,Ignition Coil,140.34
AUDI,A3,Wheel Bearing,139.69
AUDI,TT,Wheel Bearing,139.00
AUDI,TT,Wheel Bearing,137.94
AUDI,TT,Air Flow Meter,136.79
AUDI,A5,Heater Fan Motor,136.68
AUDI,A3,Brakes (Various Faults),135.79
AUDI,A3,Indicator Stalk Switch,135.55
AUDI,A3,Turbocharger,135.30
AUDI,S3,Thermostat Housing,135.18
AUDI,Q5,Central Door Locking,133.67
AUDI,A3,Water Pump,133.20
AUDI,RS5,Electrical ,133.12
AUDI,A6,Sensors,132.26
AUDI,A4,Spring (Suspension),130.81
AUDI,A3,Electrical ,130.58
AUDI,Q5,Electrical ,130.00
AUDI,A3,Indicator Stalk Switch,127.52
AUDI,TT,Window Regulator,126.00
AUDI,A1,Alternator,125.00
AUDI,Q3,Brakes,125.00
AUDI,Q3,BRAKES,125.00
AUDI,ALLROAD,Wheel Bearing,124.00
AUDI,A1,Spring (Suspension),121.42
AUDI,A3,Wheel Bearing,121.29
AUDI,A4,Suspension (Various Faults),120.79
AUDI,Q5,Cv Joint,120.10
AUDI,A4,Heater Matrix,119.49
AUDI,A3,Spring (Suspension),117.48
AUDI,A3,Suspension (Various Faults),116.90
AUDI,A6,Central Door Locking,116.00
AUDI,TT,Electrical ,114.74
AUDI,TT,Thermostat,114.71
AUDI,A3,Suspension (Various Faults),114.08
AUDI,TT,Cv Joint,113.20
