make,model,part,total_paid
MERCEDES,E CLASS,Hose/Pipe ,400.00
MERCEDES,B CLASS,Gearbox (Various Faults),400.00
MERCEDES,C CLASS,Timing Chain,400.00
MERCEDES,C CLASS,Electrical ,396.60
MERCEDES,SPRINTER,Sensors,395.78
MERCEDES,C CLASS,Central Door Locking,394.20
MERCEDES,C CLASS,Alternator,390.00
MERCEDES,S CLASS,Suspension (Various Faults),388.28
MERCEDES,GL CLASS,Electrical ,388.20
MERCEDES,SLK CLASS,Electrical ,386.06
MERCEDES,C63 AMG,Thermostat,380.51
MERCEDES,GLC CLASS,Oxygen (Lambda) Sensor,379.00
MERCEDES,S CLASS,Suspension (Various Faults),378.76
MERCEDES,C CLASS,Nox Sensor,376.43
MERCEDES,E CLASS,Electrical ,375.60
MERCEDES,C CLASS,Water Pump,375.04
MERCEDES,CLA CLASS,Brake Caliper/Discs,375.00
MERCEDES,A CLASS,Intercooler,373.79
MERCEDES,E CLASS,Heater/Glow Plugs,373.27
MERCEDES,E,,369.98
MERCEDES,GLA45 AMG,Indicator Stalk Switch,369.80
MERCEDES,A CLASS,Alternator,369.20
MERCEDES,S CLASS,Oil Leaks,368.88
MERCEDES,E CLASS,Cooling Fan Motor,368.00
MERCEDES,E CLASS,Radiator,365.12
MERCEDES,A CLASS,Sensors,364.20
MERCEDES,VIANO,Central Door Locking,364.20
MERCEDES,CLS CLASS,Alternator,363.58
MERCEDES,E CLASS,Fuel System,363.20
MERCEDES,C CLASS,Air Flow Meter,357.20
MERCEDES,E CLASS,Oil Cooler-,355.80
MERCEDES,B CLASS,Air Flow Meter,355.20
MERCEDES,S CLASS,Engine (Various Faults),353.02
MERCEDES,A CLASS,Heater/Glow Plugs,352.18
MERCEDES,SPRINTER,Steering Rack,350.49
MERCEDES,C CLASS,Steering Pump,350.40
MERCEDES,C CLASS,Heater Fan Motor,350.00
MERCEDES,C CLASS,Other,350.00
MERCEDES,ML CLASS,Abs (Various Faults),348.80
MERCEDES,E CLASS,Sensors,348.60
MERCEDES,E CLASS,Suspension (Various Faults),346.60
MERCEDES,E CLASS,Alternator,346.49
MERCEDES,C63 AMG,,346.02
MERCEDES,CLA CLASS,Fuel Injectors,344.40
MERCEDES,E CLASS,Cooling,343.17
MERCEDES,S CLASS,Water Pump,343.13
MERCEDES,ML CLASS,Fuel Injectors,342.17
MERCEDES,SL CLASS,Air Con (Various Faults),339.54
MERCEDES,C CLASS,Electrical ,339.36
MERCEDES,E CLASS,Water Pump,333.00
MERCEDES,S CLASS,Central Door Locking,331.80
MERCEDES,E CLASS,Indicator Stalk Switch,330.98
MERCEDES,C CLASS,Shock Absorber,330.00
MERCEDES,VITO,Electrical ,328.80
MERCEDES,C CLASS,Air Con (Various Faults),326.80
MERCEDES,S CLASS,Electrical ,325.80
MERCEDES,E CLASS,Steering Column,325.68
MERCEDES,C CLASS,Alternator,325.60
MERCEDES,SLK CLASS,Roof (Motors / Electrics),325.50
MERCEDES,A CLASS,Fuel Injectors,324.00
MERCEDES,A CLASS,Water Pump,323.19
MERCEDES,B CLASS,Headlamp Motor,322.80
MERCEDES,CLA CLASS,Fuel System,322.44
MERCEDES,C CLASS,Electrical,321.20
MERCEDES,C CLASS,Suspension Pump,320.70
MERCEDES,C CLASS,Dpf Filter,320.50
MERCEDES,A CLASS,Ecu (Other),318.00
MERCEDES,M CLASS,Drive Shaft,316.82
MERCEDES,C CLASS,Suspension (Various Faults),315.18
MERCEDES,B CLASS,Heater Fan Motor,315.12
MERCEDES,C CLASS,Water Pump,314.80
MERCEDES,SLK CLASS,Valve Block/Body,314.72
MERCEDES,A CLASS,Electrical ,313.56
MERCEDES,C CLASS,Water Pump,313.00
MERCEDES,GL CLASS,Starter Motor,312.58
MERCEDES,A CLASS,Fuel Injectors,312.38
MERCEDES,C CLASS,Air Flow Meter,311.80
MERCEDES,CLS CLASS,Wheel Bearing,310.80
MERCEDES,C CLASS,Air Flow Meter,310.20
MERCEDES,A CLASS,Thermostat,308.40
MERCEDES,C CLASS,Engine (Various Faults),308.00
MERCEDES,C CLASS,Radiator,307.70
MERCEDES,E,,303.46
MERCEDES,E CLASS,Air Con (Various Faults),302.54
MERCEDES,C CLASS,Suspension (Various Faults),300.00
MERCEDES,E CLASS,Steering Column,300.00
MERCEDES,C CLASS,Headlamp/ Fog Lamp Unit,300.00
MERCEDES,A CLASS,Steering Column,300.00
MERCEDES,E CLASS,Suspension (Various Faults),300.00
MERCEDES,SL CLASS,Electrical ,300.00
MERCEDES,GLA CLASS,Brakes,300.00
MERCEDES,ML CLASS,Throttle Body,300.00
MERCEDES,E CLASS,Suspension Pump,299.50
MERCEDES,A CLASS,Sensors,299.40
MERCEDES,C CLASS,Starter Motor,298.44
MERCEDES,A CLASS,Cooling Fan Motor,296.79
MERCEDES,E CLASS,Heater/Glow Plugs,295.38
MERCEDES,A CLASS,Electrical ,294.88
MERCEDES,GLA CLASS,Seat Belt,294.60
MERCEDES,A CLASS,Window Motor,294.00
MERCEDES,A CLASS,Fuel Injectors,293.60
MERCEDES,A CLASS,Air Bag System,292.20
MERCEDES,CL CLASS,Starter Motor,291.92
MERCEDES,E CLASS,Oil Cooler-,291.81
MERCEDES,E CLASS,Sensors,291.72
MERCEDES,A CLASS,Central Door Locking,289.44
MERCEDES,C CLASS,Turbocharger,289.30
MERCEDES,ML CLASS,Heater/Glow Plugs,288.82
MERCEDES,C CLASS,Central Door Locking,288.60
MERCEDES,C CLASS,Alternator,288.39
MERCEDES,E CLASS,Electrical ,288.26
MERCEDES,C CLASS,Oil Leaks,288.00
MERCEDES,A CLASS,Sensors,288.00
MERCEDES,E CLASS,Fuel Injectors,285.31
MERCEDES,CLA CLASS,Thermostat,284.76
MERCEDES,C CLASS,Water Pump,283.05
MERCEDES,A CLASS,Sensors,282.60
MERCEDES,C CLASS,Air Flow Meter,282.00
MERCEDES,B CLASS,Electrical ,281.76
MERCEDES,E CLASS,Shock Absorber,280.79
MERCEDES,C CLASS,Oxygen (Lambda) Sensor,280.36
MERCEDES,SLK CLASS,Central Door Locking,278.78
MERCEDES,A CLASS,Turbocharger,278.70
MERCEDES,A CLASS,Starter Motor,274.86
MERCEDES,A CLASS,Fuel System,274.69
MERCEDES,SLK CLASS,Wiper Motor,273.80
MERCEDES,VIANO,Electrical ,272.40
MERCEDES,A CLASS,Water Pump,271.40
MERCEDES,CL CLASS,Electrical,270.80
MERCEDES,C CLASS,Air Flow Meter,268.40
MERCEDES,E CLASS,Suspension (Various Faults),267.20
MERCEDES,SLK55 AMG,Engine (Various Faults),266.28
MERCEDES,C CLASS,Suspension (Various Faults),266.14
MERCEDES,A CLASS,Thermostat,265.00
MERCEDES,ML CLASS,Spring (Suspension),264.00
MERCEDES,E CLASS,Fuel Lift Pump,263.60
MERCEDES,E CLASS,Heater/Glow Plugs,263.00
MERCEDES,CLA45 AMG,Sensors,262.12
MERCEDES,CL CLASS,Thermostat,261.42
MERCEDES,E CLASS,Electrical ,258.80
MERCEDES,C CLASS,Electrical ,258.00
MERCEDES,C CLASS,Brakes (Various Faults),255.00
MERCEDES,C CLASS,Water Pump,254.30
MERCEDES,C CLASS,Electrical ,254.00
MERCEDES,SLK CLASS,Spring (Suspension),253.80
MERCEDES,E CLASS,Central Door Locking,253.20
MERCEDES,E CLASS,Thermostat Housing,252.80
MERCEDES,A CLASS,Fuel System (Various Faults),252.69
MERCEDES,C CLASS,Water Pump,252.68
MERCEDES,E CLASS,Brakes (Various Faults),252.60
MERCEDES,R CLASS,Abs (Various Faults),251.84
MERCEDES,ML CLASS,Alternator,251.67
MERCEDES,A CLASS,Heater/Glow Plugs,250.32
MERCEDES,C CLASS,Fuel System,250.00
MERCEDES,E CLASS,Electrical ,250.00
MERCEDES,C CLASS,Fuel System (Various Faults),250.00
MERCEDES,CLS CLASS,Inlet Manifold,250.00
MERCEDES,C63 AMG,Brakes,249.20
MERCEDES,GL CLASS,Electrical ,248.88
MERCEDES,G63 AMG,Cooling,248.28
MERCEDES,C CLASS,Heater Fan Motor,247.09
MERCEDES,C CLASS,Electrical ,246.20
MERCEDES,SL63 AMG,Other,245.20
MERCEDES,SLK CLASS,Steering Pump,244.22
MERCEDES,B CLASS,Air Con (Various Faults),243.79
MERCEDES,A CLASS,Seat Belt,243.14
MERCEDES,E CLASS,Electrical,243.10
MERCEDES,GLC CLASS,Electrical ,243.00
MERCEDES,E CLASS,Washer Pump,242.82
MERCEDES,C CLASS,Abs (Various Faults),242.40
MERCEDES,C CLASS,Nox Sensor,240.00
MERCEDES,C CLASS,Fuel System,240.00
MERCEDES,E CLASS,Electrical ,240.00
MERCEDES,CLS CLASS,Thermostat,239.50
MERCEDES,E CLASS,Suspension (Various Faults),236.12
MERCEDES,GLC CLASS,Electrical ,234.60
MERCEDES,E CLASS,Water Pump,233.66
MERCEDES,SLK CLASS,Fuel System (Various Faults),233.00
MERCEDES,A CLASS,Heater/Glow Plugs,231.41
MERCEDES,E CLASS,Central Door Locking,231.20
MERCEDES,E CLASS,Electrical ,230.40
MERCEDES,SLK CLASS,Throttle Pedal,230.40
MERCEDES,A CLASS,Fuel System,230.00
MERCEDES,A CLASS,Alternator,229.88
MERCEDES,C CLASS,Fuel System,229.68
MERCEDES,B CLASS,Ball Joint ,228.88
MERCEDES,C CLASS,Thermostat Housing,228.52
MERCEDES,SLK CLASS,Starter Motor,227.49
MERCEDES,ML CLASS,Air Flow Meter,227.28
MERCEDES,SLK CLASS,Dpf Filter,225.00
MERCEDES,ML CLASS,Fuel System,224.34
MERCEDES,E CLASS,Sensors,224.10
MERCEDES,C CLASS,Water Pump,222.38
MERCEDES,A CLASS,Electrical ,222.00
MERCEDES,C CLASS,Seat Belt,220.20
MERCEDES,A CLASS,Heater/Glow Plugs,219.94
MERCEDES,C63 AMG,Abs (Various Faults),219.00
MERCEDES,B CLASS,Starter Motor,217.49
MERCEDES,S CLASS,Abs (Various Faults),216.00
MERCEDES,C CLASS,Water Pump,215.33
MERCEDES,CLS CLASS,Suspension (Various Faults),213.60
MERCEDES,CL CLASS,Sensors,213.60
MERCEDES,B CLASS,Starter Motor,212.97
MERCEDES,E CLASS,Thermostat,212.39
MERCEDES,SLK CLASS,Heater Fan Motor,211.90
MERCEDES,E CLASS,Oxygen (Lambda) Sensor,211.08
MERCEDES,A CLASS,Thermostat,211.00
MERCEDES,B CLASS,Air Con (Various Faults),210.00
MERCEDES,SPRINTER,Thermostat,209.94
MERCEDES,E CLASS,Air Flow Meter,208.00
MERCEDES,A CLASS,Electrical ,206.80
MERCEDES,E CLASS,Thermostat,206.58
MERCEDES,C CLASS,Suspension (Various Faults),206.40
MERCEDES,A CLASS,Electrical ,206.30
MERCEDES,GL CLASS,Electrical ,203.88
MERCEDES,S CLASS,Fuel System,201.72
MERCEDES,A CLASS,Fuel System,200.50
MERCEDES,C CLASS,Drive Shaft,200.00
MERCEDES,A CLASS,Fuel System (Various Faults),198.60
MERCEDES,E CLASS,Throttle Potentiometer,197.60
MERCEDES,A CLASS,Abs (Various Faults),197.52
MERCEDES,E CLASS,Spring (Suspension),196.00
MERCEDES,A CLASS,Air Con (Various Faults),194.96
MERCEDES,E CLASS,Ecu (Other),193.20
MERCEDES,A CLASS,Drive Shaft,193.20
MERCEDES,A CLASS,Clutch (Various Faults),192.84
MERCEDES,CLC CLASS,Water Pump,191.70
MERCEDES,CLA CLASS,Air Con (Various Faults),191.10
MERCEDES,C CLASS,Air Flow Meter,189.20
MERCEDES,B CLASS,Cv Joint,187.79
MERCEDES,C,,187.61
MERCEDES,GLC CLASS,Sensors,185.95
MERCEDES,B CLASS,Heater/Glow Plugs,185.26
MERCEDES,E CLASS,Seat Belt,184.88
